Year,ATS Total Power (kWh),CAV Total Power (kWh),ECAV Power (kWh),ICECAV Power (kWh),STI Power (kWh),ECAV Sensing Power (kWh),ECAV Computing Power (kWh),ECAV Communication Power (kWh),ICECAV Sensing Power (kWh),ICECAV Computing Power (kWh),ICECAV Communication Power (kWh),STI Sensing Power (kWh),STI Computing Power (kWh),STI Communication Power (kWh),Electricity Consumption (kWh),Gasoline Consumption (kWh),Clean Electricity (kWh),Fossil Electricity (kWh),ATS Emissions (kg CO2),CAV Emissions (kg CO2),ECAV Emissions (kg CO2),ICECAV Emissions (kg CO2),STI Emissions (kg CO2),ECAV Sensing Emissions (kg CO2),ECAV Computing Emissions (kg CO2),ECAV Communication Emissions (kg CO2),ICECAV Sensing Emissions (kg CO2),ICECAV Computing Emissions (kg CO2),ICECAV Communication Emissions (kg CO2),STI Sensing Emissions (kg CO2),STI Computing Emissions (kg CO2),STI Communication Emissions (kg CO2),Total Vehicles,Total EV,Total ICEV,Total CAV,Total ECAV,Total ICECAV,Total Infra,Total STI,Incremented Car Number,EV Fraction,Clean Energy Fraction,Cumulative New Cars,shock_active
2034,3438674576.3034043,3384466703.0015926,143071170.99572033,3241395532.0058727,54207873.301811725,57448391.940507665,64465027.97413362,21157751.08107903,1301540762.271764,1460508446.1931243,479346323.540984,15418811.196706727,30808151.707339466,7980910.397765535,197279044.29753205,3241395532.0058727,113680298.51740927,83598745.78012279,5393512409.655273,5381089771.787098,32787143.9774084,5348302627.8096895,12422637.868175266,13165256.73701487,14773235.858667878,4848651.381725652,2147542257.7484107,2409838936.218655,790921433.8426235,3533477.633184552,7060201.567348568,1828958.6676421463,24880521.82802998,1169926.5720357324,23710595.255994264,542769.5827186357,35803.0,506966.5827186357,275700,1620.9025222727803,2091428.9463256188,0.0659629723519067,0.5762411254687501,20895217.855299335,1
2035,3937630933.50642,3880094928.3187385,175816562.5646511,3704278365.7540874,57536005.187681764,73727949.41063616,74935240.3848686,27153372.769146353,1553373834.4634283,1578810242.5684664,572094288.7221928,16960595.868591897,31796457.803758018,8778951.515331853,233352567.7523329,3704278365.7540874,134467346.27262706,98885221.47970584,6165535934.622275,6152350599.849068,40291296.354823865,6112059303.494244,13185334.773207858,16895988.728280697,17172659.581809733,6222648.044733436,2563066826.8646564,2605036900.2379694,943955576.391618,3886803.2938850755,7286688.385423153,2011843.093899631,24980043.9153421,1250638.885930811,23729405.02941131,651124.3914124309,45957.0,605167.3914124309,275700,1782.9826354266374,2091889.460674107,0.07058038041654018,0.5762411254687501,22986893.94261146,1
2036,4455493774.555626,4394794427.879263,213482845.9461034,4181311581.93316,60699346.67636328,93190327.00360686,85971319.07412566,34321199.8683709,1825241704.538144,1683848978.8985975,672220898.4964182,18502379.457685925,32619975.146241277,9576992.072436081,274182192.6224667,4181311581.93316,157995055.2602598,116187137.36220686,6961997530.528625,6948087263.317125,48923153.127412125,6899164110.1897135,13910267.211499097,21356117.011584572,19701760.99624845,7865275.119579107,3011648812.4879375,2778350815.182686,1109164482.51909,4240128.7064459575,7475411.113335256,2194727.391717884,25079964.09100347,1341631.9689803745,23738332.122023117,769349.3266201402,58102.0,711247.3266201402,275700,1945.0626347520756,2092378.9947499186,0.07552100704569799,0.5762411254687501,25078968.11827283,1
2037,4910634621.153497,4846909246.746771,252442515.5237626,4594466731.223008,63725374.40672568,115808988.45569165,93982067.76813942,42651459.29993156,2107729530.1558642,1710478454.0606325,776258747.0065113,20044161.962071277,33306180.37656871,10375032.068085695,316167889.9304883,4594466731.223008,182188940.73062447,133978949.19986382,7653325249.339814,7638721517.426905,57851410.908940874,7580870106.517963,14603731.912909769,26539560.35970636,21537557.606911,9774292.94232352,3477753724.757176,2822289449.200043,1280826932.5607436,4593453.870427763,7632666.481612553,2377611.5608694525,25180283.947367486,1443538.6585037287,23736745.288863778,903278.3400149561,72992.0,830286.3400149561,275700,2107.142520047515,2188107.28363337,0.08080747753889685,0.5762411254687501,27257164.730922077,1
2038,5304318562.155036,5237681578.553323,292530148.43458116,4945151430.118741,66636983.60171406,141208994.98037133,99315089.13655236,52006064.31765745,2387103918.0393233,1678897569.034064,879149943.0453541,21585943.3798259,33877968.72060233,11173071.50128582,359167132.0362952,4945151430.118741,206966872.39597788,152200259.6403173,8241808995.68796,8226538019.988495,67038160.2925733,8159499859.695922,15270975.699464684,32360395.299099542,22759708.36044038,11918056.633033372,3938721464.7648835,2770180988.9062057,1450597406.0248342,4946778.785390022,7763701.312948317,2560495.6011263435,25281005.083156954,1552632.0250613927,23728373.05809558,1047554.36259645,90576.0,956978.36259645,275700,2269.2222911108993,2188893.655774262,0.08646400096661963,0.5762411254687501,29426320.909571666,1
2039,5655779108.02656,5586325856.059502,334626633.05377364,5251699223.005728,69453251.96705773,169675314.660472,102461352.16574043,62489966.227561265,2662919296.1531487,1608049540.606843,980730386.2457359,23127723.7090232,34354417.8869953,11971110.371039232,404079885.02083135,5251699223.005728,232847447.72368696,171232437.29714438,8757905360.039732,8741988989.494255,76685271.53480609,8665303717.95945,15916370.545476714,38883927.016655095,23480726.985023193,14320617.533127813,4393816838.652695,2653281742.001291,1618205137.305464,5300103.450891223,7872887.582325463,2743379.5122600277,25382129.10348958,1669419.1448060237,23712709.958683576,1202185.093796988,111222.0,1090963.093796988,275700,2431.301947739695,2189684.2701207325,0.092516481034283,0.5762411254687501,31586437.235324595,1
2040,5979430132.98582,5907240056.76721,379575127.917047,5527664928.8501625,72190076.21860947,201519855.56684166,103837234.24752635,74218038.10267898,2934687117.6638894,1512157662.1961608,1080820148.9901123,24669502.947732028,34751424.594531074,12769148.676346356,451765204.1356565,5527664928.8501625,260325689.6787503,191439514.45690617,9224176660.521584,9207633101.073185,86985968.47041745,9120647132.602768,16543559.44839814,46181634.446636535,23796033.301435467,17008300.722345445,4842233744.145417,2495060142.6236653,1783353245.8336852,5653427.866488811,7963868.2878678925,2926263.2940414343,25483657.619903542,1794442.9168099721,23689214.70309359,1367178.3296099587,135341.0,1231837.3296099587,275700,2593.381489730891,2190479.6136631817,0.09899263470668282,0.5762411254687501,33737514.72998671,1
2041,6285927187.719552,6211066485.243519,428187965.1492808,5782878520.094238,74860702.47603284,237080137.13295054,103793242.55462404,87314585.46170622,3201878016.5602207,1401776233.226939,1179224270.3070788,26211281.094016686,35082234.9658109,13567186.416205253,503048667.6253136,5782878520.094238,289877330.39796585,213171337.2273477,9657031546.681107,9639875968.70373,98126410.5482365,9541749558.155493,17155577.977376327,54330865.79402007,23785951.871620085,20009592.882596362,5283098727.324364,2312930784.824449,1945720046.00668,6006752.031739188,8039678.999396186,3109146.9462409536,25585592.250383157,1928284.6107640709,23657307.639619105,1542541.9880315936,163389.0,1379152.9880315936,275700,2755.460916880996,2191280.376777772,0.10592211913615063,0.5762411254687501,35879555.045615375,1
2042,6582994734.49012,6505518566.270709,481276039.41614777,6024242526.854561,77476168.21941005,276730840.0278599,102627599.39992476,101917599.9883631,3463903370.320342,1284613190.9746532,1275725965.5595658,27753058.145936888,35357886.48386154,14365223.589611616,558752207.6355579,6024242526.854561,321976000.9860626,236776206.6494953,10068047552.664352,10050292597.109375,110292427.79935123,9940000169.310024,17754955.55497827,63417485.38043364,23518825.310249105,23356117.108668488,5715440561.028564,2119611765.1081777,2104947843.1732833,6360075.946197706,8102849.140152131,3292030.468628431,25687934.619384687,2071566.6043244204,23616368.015060283,1728284.1466714814,195878.0,1532406.1466714814,275700,2917.5402289860376,2192087.54037052,0.11333666747568118,0.5762411254687501,38012560.73396441,1
2043,6876099536.272042,6796053865.7174015,539640199.7455921,6256413665.971809,80045670.55464041,320875655.1504021,100588787.00947869,118175757.5857113,3720128402.048371,1166193812.073895,1370091451.8495433,29294834.101547744,35587576.257533915,15163260.195558755,619685870.3002325,6256413665.971809,357088483.3388879,262597386.96134466,10465093896.834326,10446750096.982979,123667548.12949294,10323082548.853485,18343799.85134602,73534005.70528765,23051597.461876504,27081944.962328795,6138211863.379811,1924219789.9219265,2260650895.5517464,6713399.609418661,8155486.380954191,3474913.8609731677,25790686.357862227,2224955.3286260236,23565731.02923622,1924413.0983321464,233374.0,1691039.0983321464,275700,3079.6194258415603,2192902.500368621,0.12127023419897887,0.5762411254687501,40136535.62948075,1
2044,7168961577.65092,7086384704.576124,604098062.3611641,6482286642.214958,82576873.07479595,369959071.92955214,97886230.52532136,136252759.90629065,3969853405.5244327,1050370203.325878,1462063033.3646483,30836608.95889976,35778967.8828586,15961296.233037593,686674935.43596,6482286642.214958,395690337.6267989,290984597.8091611,10853135968.688065,10834212101.581472,138439141.9267925,10695772959.65468,18923867.10659202,84782288.93132816,22432261.589132473,31224591.4063319,6550258119.115314,1733110835.4876986,2412404005.0516696,7066723.020955294,8199346.962592809,3657797.1230439157,25893849.103293676,2389164.444495476,23504684.658798218,2130937.4330949932,276509.0,1854428.4330949932,275700,3241.6985072426223,2193727.2455652654,0.1297591505929074,0.5762411254687501,42251485.393681355,1
2045,7463968787.351455,7378892625.7956,675483352.8550243,6703409272.940576,85076161.55585532,424463300.10669565,94693852.07745485,156326200.67087388,4212318793.5452576,939729518.7564923,1551360960.6388252,32378382.71603885,35938447.13877979,16759331.70103668,760559514.4108796,6703409272.940576,460178954.09859586,300380560.31228375,11224620949.131048,11206276401.405819,145651101.05386993,11060625300.35195,18344547.72522982,91524901.03004557,20418362.288010012,33707837.73581437,6950326009.349674,1550553705.9482121,2559745585.0540614,6981588.921476812,7749227.828939594,3613730.974813413,25997424.49970685,2564958.277621296,23432466.222085573,2347866.1594673526,325983.0,2021883.1594673526,275700,3403.777472983801,2194564.611683484,0.13884229113441093,0.6050531817421876,44357418.28887823,0
2046,7762489260.5198965,7674940403.501799,754666545.0043079,6920273858.497492,87548857.01809807,484918319.6127478,91156958.43936318,178591266.95219693,4446689193.971722,835907091.2630243,1637677573.2627454,33920155.371006265,36071335.04854965,17557366.59854215,842215402.0224059,6920273858.497492,535064364.1412289,307151037.88117695,11588079316.385687,11570446428.980755,151994562.45989385,11418451866.52086,17632887.40493149,97665582.64207384,18359581.599163964,35969398.218656056,7337037170.05334,1379246700.58399,2702167995.8835297,6831731.455855493,7264992.4981333865,3536163.450942609,26101414.19770568,2753155.549256455,23348258.648449242,2575208.883038282,382576.0,2192632.883038282,275700,3565.856322859183,2195418.644324448,0.14856125151381971,0.635305840829297,46454346.277835846,0
2047,8065123984.742081,7975124591.480133,842555878.7910018,7132568712.689132,89999393.26194774,551900492.2120407,87395158.72367539,203260227.85528582,4672055922.175559,739834580.0487993,1720678210.4647732,35461926.92183862,36182065.41557138,18355400.924537733,932555272.0529495,7132568712.689132,622080701.7929626,310474570.259987,11942638082.12085,11925855304.183712,157116928.246645,11768738375.937067,16782777.937137388,102916509.41726634,16297149.21934327,37903269.61003541,7708892271.589672,1220727057.0805187,2839119047.2668757,6612818.411119714,6747107.36559216,3422852.160425512,26205819.8544965,2954633.451271107,23251186.403225414,2812976.0697287736,447152.0,2365824.0697287736,275700,3727.935056662367,2196295.11746493,0.1589605391197871,0.6670711328707618,48542286.58660698,0
2048,8371896188.4335375,8279464723.631794,940109926.4996822,7339354797.1321125,92431464.80174297,626038585.6418418,83506687.70135692,230564653.15648347,4887427700.958126,651929302.8375167,1799997793.3364692,37003697.36656787,36274332.75717034,19153434.67800476,1032541391.3014251,7339354797.1321125,723217483.412964,309323907.8884612,12286293893.714603,12270506562.930235,160571147.66225103,12109935415.267984,15787330.784368487,106927638.29400639,14262975.32205091,39380534.046193704,8064255706.580908,1075683349.6819024,2969996359.005174,6320246.161020009,6195670.396958836,3271414.226389643,26310643.133914486,3170332.1325872666,23140311.00132724,3061179.433375681,520669.0,2540510.433375681,275700,3890.0136741864626,2197202.274167903,0.17008777685817222,0.7004246895142999,50621263.92556717,0
2049,8696310320.642815,8601462170.509573,1050046964.6070492,7551415205.902525,94848150.13324362,709590288.0555632,79120646.4711616,261336030.08032447,5103020218.899226,568996314.452235,1879398672.551063,38545466.703221306,36351215.57210017,19951467.85792213,1144895114.7402928,7551415205.902525,842008445.5318289,302886669.20846397,12636538677.709352,12621899774.78707,162064685.04790395,12459835089.739166,14638902.922282914,109518460.05270027,12211513.468765544,40334711.52643815,8419983361.1837225,938843918.8461877,3101007809.709254,5949123.355277487,5610461.723495874,3079317.843509551,26415885.706450146,3410892.4355077315,23004993.27094243,3331034.3013763735,606228.0,2724806.3013763735,275700,4052.0921752240874,2293349.85616903,0.1819939212382443,0.735445923990015,52780684.768341385,0
2050,9023958533.587162,8926706519.139473,1172044518.4452858,7754662000.694187,97252014.44768912,801956487.6814011,74734319.87514865,295353710.8887361,5306028400.254364,494468752.1360514,1954164848.3037722,40087234.929821506,36415279.05460128,20749500.463266324,1269296532.8929749,7754662000.694187,980173909.523336,289122623.36963874,12969158830.115929,12955829718.320204,160637417.17479548,12795192301.145409,13329111.795723965,109914100.39492014,10242894.301475542,40480422.47839982,8754946860.4197,815873441.0244848,3224371999.701224,5494253.656292651,4990984.797053727,2843873.342377587,26521549.249275945,3668459.076763211,22853090.17251275,3611827.265982949,703344.0,2908483.265982949,275700,4214.1705595673675,2294557.1986000612,0.1947334957249214,0.7722182201895157,54930965.94435995,0
2051,9353832165.686022,9254186970.46656,1307303279.0853102,7946883691.38125,99645195.21946207,903975821.1081892,70400899.71718413,332926558.25993675,5495121770.974197,427955602.0179986,2023806318.3890548,41629002.04438637,36468660.6820643,21547532.493011378,1406948474.3047724,7946883691.38125,1140794809.0622852,266153665.24248722,13279658767.672174,13267809926.78438,155451836.00531778,13112358090.779062,11848840.887794381,107492043.61669205,8371392.69253555,39588399.696090154,9066950922.107426,706126743.3296976,3339280425.3419404,4950117.468837691,4336499.686322513,2562223.7326341756,26627635.446273047,3944235.0405504825,22683400.40572258,3903570.441512353,813367.0,3090203.441512353,275700,4376.248827007932,2295770.467117835,0.20836484042566591,0.8108291311989915,57072105.68027724,0
2052,9684735488.580372,9582706015.057384,1457116990.8364022,8125589024.220983,102029473.52298674,1016563189.2296743,66162279.24379185,374391522.3629361,5668847968.130742,368952866.119697,2087788189.9705439,43170768.04492907,36513141.531928755,22345563.9461289,1559146464.3593888,8125589024.220983,1327411441.7639277,231735022.59546116,13562911744.515268,13552723507.389515,145501617.4248953,13407221889.96462,10188237.12575312,101509754.65780859,6606688.895284547,37385173.871802166,9353599147.415724,608772229.0975,3444850513.4513974,4310852.605188934,3646049.8254914926,2231334.6950726914,26734145.988058142,4239508.518625945,22494637.469432212,4206276.090994302,937791.0,3268485.090994302,275700,4538.3269773369175,2296990.1554482765,0.22295037925546254,0.851370587758941,59204102.599912554,0
2053,10015332663.663816,9910926330.205465,1622881205.6666822,8288045124.538784,104406333.45835012,1140714901.2858305,62050769.01692229,420115535.3639296,5825624539.293943,316892925.88320917,2145527659.361631,44712532.92945803,36550205.70730406,23143594.821588032,1727287539.1250324,8288045124.538784,1544089897.7842524,183197641.34077996,13813195973.09291,13804859271.975197,129584816.48620401,13675274455.488993,8336701.117713537,91084504.91019042,4954667.962022839,33545643.613990765,9612280489.835007,522873327.7072951,3540120637.946691,3570233.824919404,2918483.301535495,1847983.9912586384,26841082.572010376,4555658.984512698,22285423.587497693,4519956.66322686,1078267.0,3441689.6632268596,275700,4700.405010344959,2298216.960730005,0.23855690580334493,0.8939391171468881,61326955.90222092,0
2054,10344179019.246208,10237402007.57783,1806105318.7088795,8431296688.86895,106777011.66837963,1277516274.8422208,58090733.4330072,470498310.4336515,5963726825.052097,271180314.5554153,2196389549.261438,46254296.695976995,36581089.85404716,23941625.11835549,1912882330.377259,8431296688.86895,1795500358.7044954,117381971.67276359,14024195533.231283,14017912662.209274,106273125.57550828,13911639536.633766,6282871.022008376,75170393.49516833,3418119.4999816264,27684612.580358323,9840149261.33596,447447519.01643515,3624042756.2813725,2721651.185154784,2152469.579419213,1408750.2574343795,26948446.902298417,4894163.719811721,22054283.18248671,4844624.846921564,1236619.0,3608005.846921564,275700,4862.482925822198,2299451.8706585616,0.2552558892095791,0.9386360730042326,63440665.614239596,0
2055,10669741880.15536,10560599341.556046,2008424385.640195,8552174955.915852,109142538.5993137,1428149287.1697457,54299938.78539776,525975159.68505156,6081275777.354681,231217356.20642662,2239681822.3547435,47796059.34248485,36606824.42143337,24739654.83539549,2117566924.2395089,8552174955.915852,2087005937.1964152,30560987.04309374,14188979348.898594,14184964748.208338,73876070.94718307,14111088677.261154,4014600.6902562277,52531755.14919399,1997319.968239217,19346995.829749882,10034105032.635223,381508637.7406039,3695475006.8853264,1758087.1334898002,1346512.4091524389,910001.147613989,27056240.68990761,5256604.836180674,21799635.85372695,5180293.649847146,1414861.0,3765432.649847146,275700,5024.560723558272,2300696.2879778147,0.27312380145424964,0.9855678766544442,65545232.95055675,0
2056,10990411723.713886,10878907950.832159,2231613557.7612944,8647294393.070866,111503772.8817274,1593902252.0530887,50690747.649178326,587020558.0590276,6176222562.972974,196421919.19959503,2274649910.898297,49337820.86697579,36628268.04308181,25537683.9716698,2343117330.6430216,8647294393.070866,2343117330.6430216,0.0,14338329268.486217,14334984155.299767,66948406.73283883,14268035748.566927,3345113.1864518216,47817067.56159266,1520722.4294753498,17610616.741770826,10190767228.905407,324096166.6793318,3753172352.9821897,1480134.6260092738,1098848.0412924543,766130.519150094,27164465.65266724,5644676.845720566,21519788.806946687,5526976.514521521,1615217.0,3911759.5145215206,275700,5186.638403342317,2301952.2083248943,0.2922424675560471,1.0,67640660.8241188,0
2057,11304510730.498112,11190649300.51928,2477596609.2597833,8713052691.259497,113861429.97883111,1776175428.1237364,47270972.310569376,654150208.8254777,6246339713.383023,166239520.57801414,2300473457.298459,50879581.26743921,36646136.18525419,26335712.526137717,2591458039.2386146,8713052691.259497,2591458039.2386146,0.0,14454280681.755327,14450864838.855963,74327898.2777935,14376536940.578169,3415842.8993649334,53285262.84371209,1418129.169317081,19624506.26476433,10306460527.081987,274295208.9537233,3795781204.542457,1526387.4380231763,1099384.0855576256,790071.3757841315,27273123.51527791,6060194.84555548,21212928.669722445,5884687.487310158,1840138.0,4044549.487310158,275700,5348.715964962969,2303222.474294156,0.31269944028497043,1.0,69726954.57204059,0
2058,11610289396.245321,11494073290.187326,2748466679.076167,8745606611.111158,116216106.05799282,1976495453.513817,44044865.8195775,727926359.7427727,6289198205.194089,140150532.88791424,2316257873.0291553,52421340.541859664,36661025.018377125,27133740.497756034,2864682785.13416,8745606611.111158,2864682785.13416,0.0,14516191391.887436,14512704908.705696,82454000.37228501,14430250908.33341,3486483.1817397843,59294863.60541451,1321345.974587325,21837790.79228318,10377177038.570246,231248379.2650585,3821825490.498106,1572640.2162557899,1099830.7505513136,814012.214932681,27382216.009339023,6505103.401278767,20877112.60806027,6253441.465526204,2092329.0,4161112.4655262036,275700,5510.793408208356,2304511.1383855604,0.3345884011049184,1.0,71804122.98685522,0
2059,11905926724.21738,11787358426.335424,3046495387.4595814,8740863038.875843,118568297.88195673,2196521593.436236,41013690.03530157,808960103.9880438,6302157715.121174,117674574.13300754,2321030749.621662,53963098.68821694,36673431.30826072,27931767.885479067,3165063685.3415384,8740863038.875843,3165063685.3415384,0.0,14517375924.705385,14513818875.768927,91394861.62378743,14422424014.14514,3557048.9364587017,65895647.80308708,1230410.7010590471,24268803.11964131,10398560229.949936,194163047.31946242,3829700736.8757424,1618892.960646508,1100202.9392478215,837953.036564372,27491744.87337638,6981486.241684628,20510258.631691765,6633254.55840041,2374769.0,4258485.55840041,275700,5672.870732866101,2305823.981502287,0.3580095891822627,1.0,73872179.78166702,0
