Year,ATS Total Power (kWh),CAV Total Power (kWh),ECAV Power (kWh),ICECAV Power (kWh),STI Power (kWh),ECAV Sensing Power (kWh),ECAV Computing Power (kWh),ECAV Communication Power (kWh),ICECAV Sensing Power (kWh),ICECAV Computing Power (kWh),ICECAV Communication Power (kWh),STI Sensing Power (kWh),STI Computing Power (kWh),STI Communication Power (kWh),Electricity Consumption (kWh),Gasoline Consumption (kWh),Clean Electricity (kWh),Fossil Electricity (kWh),ATS Emissions (kg CO2),CAV Emissions (kg CO2),ECAV Emissions (kg CO2),ICECAV Emissions (kg CO2),STI Emissions (kg CO2),ECAV Sensing Emissions (kg CO2),ECAV Computing Emissions (kg CO2),ECAV Communication Emissions (kg CO2),ICECAV Sensing Emissions (kg CO2),ICECAV Computing Emissions (kg CO2),ICECAV Communication Emissions (kg CO2),STI Sensing Emissions (kg CO2),STI Computing Emissions (kg CO2),STI Communication Emissions (kg CO2),Total Vehicles,Total EV,Total ICEV,Total CAV,Total ECAV,Total ICECAV,Total Infra,Total STI,Incremented Car Number,EV Fraction,Clean Energy Fraction,Cumulative New Cars,shock_active
2034,2361830615.457103,1944437827.948791,13137973.186846614,1931299854.7619445,417392787.5083121,986754.5800552375,12077732.242716996,73486.36407438018,145054259.89560694,1775442999.805029,10802595.061308587,11365884.875333851,394786625.0774179,11240277.555560332,430530760.6951587,1931299854.7619445,149899963.9471595,280630796.7479992,3331457157.6496224,3191063820.6577516,4419060.300543383,3186644760.3572083,140393336.991871,331902.6404671842,4062439.94528915,24717.71478704893,239339528.82775143,2929480949.6782975,17824281.851159167,3823004.5014416496,132789576.99592163,3780755.4945077235,10679471.319081096,93297.95538614315,10586173.36369495,435773.4722745503,4692,431081.4722745503,171000,16605.938626853283,895261.9850435592,0.010767879307349883,0.34817480568664305,8948307.058509983,1
2035,2642703918.999213,2201419125.83011,15397188.403960397,2186021937.42615,441284793.1691037,1224921.6135932277,14081043.463434093,91223.32693307611,173908732.4705,1999161736.892207,12951468.063442618,12500024.85883636,416422884.44413346,12361883.866133874,456681981.5730641,2186021937.42615,162980289.19966248,293701692.37340164,3758676451.6158376,3612052171.0785146,5115974.325367646,3606936196.753147,146624280.53732306,407000.7693170123,4678663.074278248,30310.481772386105,286949408.576325,3298616865.8721414,21369922.304680318,4153343.101771442,138363493.9976282,4107443.4379234025,10709373.83877452,97441.46725962328,10611932.371514894,522704.17996087053,5825,516879.17996087053,171000,18262.95514311022,895371.0320135783,0.011144755083107128,0.35687917582880907,9843592.911536742,1
2036,2915659120.5482345,2453006523.9211154,17760452.02569278,2435246071.8954225,462652596.62711906,1497701.3515963436,16151212.679723062,111537.99437337203,205359150.09771225,2214593253.468103,15293668.329607332,13633886.012424393,435535496.1864805,13483214.428214107,480413048.6528118,2435246071.8954225,175735648.18213657,304677400.4706753,4175766788.3082485,4023982751.522188,5826732.894741512,4018156018.6274467,151784036.7860602,491356.0600383895,5298784.179297242,36592.65540587894,338842597.6612252,3654078868.2223697,25234552.743852098,4472916.117046331,142887635.89947778,4423484.769536096,10739360.085523091,101899.11489167469,10637460.970631413,617547.2780890903,7123,610424.2780890903,171000,19919.56427951966,895491.26434879,0.011534821511015876,0.3658011552245293,10738962.491618646,1
2037,3120607438.505986,2638817030.0645103,19779172.780035008,2619037857.2844753,481790408.4414757,1794592.6135701865,17850931.85225215,133648.3142126686,237629047.76723877,2363711911.95848,17696897.55875676,14767459.687157547,452418688.0658758,14604260.688442295,501569581.22151065,2619037857.2844753,188061600.54221973,313507980.6792909,4483808302.875297,4327816471.990846,6404007.471461202,4321412464.519384,155991830.88445085,581044.7501188278,5779690.699186319,43272.02215605547,392087928.81594396,3900124654.7314916,29199880.971948653,4781338.594024439,146481993.5001051,4728498.7903213035,10769430.293762555,106501.05373746285,10662929.240025088,722670.0786284033,8628,714042.0786284033,171000,21575.753399689896,916225.9476683494,0.011938540263901431,0.37494618410514247,11647335.955172323,1
2038,3278601645.217613,2779643499.8399663,21567223.71731553,2758076276.122651,498958145.3776468,2111011.7848003656,19298999.00062843,157212.93188673392,269962031.2093618,2468009419.952051,20104824.96123789,15900736.881036695,467332394.7523074,15725013.744302718,520525369.0949623,2758076276.122651,200048225.89387888,320477143.2010834,4717065873.9797325,4557713772.849038,6887917.246663599,4550825855.602374,159352101.1306945,674193.1493371831,6163515.054237029,50209.04308938884,445437351.4954469,4072215542.920884,33172961.186042514,5078213.182794626,149251795.40631583,5022092.541584045,10799584.698585087,111043.52496760135,10688541.17361748,835892.1968870071,10329,825563.1968870071,171000,23231.50935139857,916352.7154352237,0.01235638917313798,0.384319838707771,12548017.081688708,1
2039,3407606056.5538893,2893220630.099106,23237632.040971737,2869982998.058134,514385426.4547837,2448117.466567014,20607196.442742318,182318.1316624059,302356776.02211785,2545108870.1308713,22517351.905144818,17033708.22123758,480506253.90699345,16845464.326552622,537623058.4957553,2869982998.058134,211784687.30483386,325838371.1909214,4904744673.010528,4742788406.282151,7316459.486229821,4735471946.795921,161956266.72837594,770799.3753446201,6488256.532863086,57403.57802211442,498888680.4364944,4199429635.7159376,37153630.64348895,5363129.766458469,151289276.52318415,5303860.438733327,10829823.535741126,115508.94893980818,10714314.586801311,957215.9704620105,12242,944973.9704620105,171000,24886.818440635412,916480.2439684551,0.012788862794197808,0.3939278346754652,13441005.866825761,1
2040,3519488337.1317434,2991213233.717663,24868562.783868343,2966344670.9337945,528275103.4140807,2806922.0391493966,21852601.436397936,209039.30832100866,334812200.64548767,2606598072.4446187,24934397.84368816,18166363.945287764,492143136.68818575,17965602.78060715,553143666.1979489,2966344670.9337945,223346153.8570515,329797512.3408974,5066067847.826921,4902183563.536598,7714856.49583727,4894468707.040761,163884284.29032302,870778.1352401922,6779229.085642926,64849.27495415175,552440131.0650547,4300886819.533621,41141756.44208546,5635665.080732366,152675235.31450254,5573383.895088104,10860147.0416412,119878.04353428158,10740268.998106912,1086643.7839473868,14383,1072260.7839473868,171000,26541.66640410107,916608.7234954033,0.01323647299199473,0.40377603054235184,14326302.475875178,1
2041,3345672342.0102715,2813891618.4521475,25040752.532252863,2788850865.9198947,531780723.55812466,3244254.94029932,21554888.883454215,241608.70849932777,361320738.5786439,2400621564.7872996,26908562.553951178,19298693.88111471,493396610.630202,19085419.04680797,556821476.0903776,2788850865.9198947,236072723.60333103,320748752.48704654,4769060486.719449,4609134597.766105,7530668.99827846,4601603928.767826,159925888.95334473,975665.9697010226,6482342.46422473,72660.5643527076,596179218.6547624,3961025581.899044,44399128.21401944,5803822.210637914,148382384.06544587,5739682.67726095,10743796.331925446,122961.33668312457,10620834.995242314,1208452.5633564852,17115,1191337.5633564852,171000,28196.038380056765,811919.5392626226,0.014163026101434363,0.42396483206946944,15097236.666968266,0
2042,3171720966.869166,2636710458.278213,25115949.883412443,2611594508.3948007,535010508.5909528,3784329.0737593137,21049791.27502257,281829.5346305576,393500268.66854906,2188789177.8686976,29305061.857553948,20430687.425887533,494374918.52556646,20204902.639498804,560126458.4743652,2611594508.3948007,249347615.89998847,310778842.57437676,4472000788.615608,4316433987.872418,7303049.020997947,4309130938.85142,155566800.74319008,1100382.0626153054,6120718.438954701,81948.51942794034,649275443.303106,3611502143.4833508,48353352.06496401,5940699.5354169225,143751053.87228683,5875047.335486334,10765283.924589299,128451.21919443432,10636832.705394857,1354016.935736647,20519,1333497.935736647,171000,29849.918877411306,916372.6201368459,0.01515443792853477,0.44516307367294294,15966202.607678102,0
2043,2987641363.317048,2449616529.1142516,24978066.491064757,2424638462.623187,538024834.2027962,4384971.82805557,20266533.58822365,326561.0747855395,425652296.01041967,1967286653.6579185,31699512.954848956,21562333.523568705,495138458.0544023,21324042.624825243,563002900.693861,2424638462.623187,263159506.84764493,299843393.8462161,4158469945.456796,4007655115.6805544,7001652.352295817,4000653463.3282585,150814829.77624157,1229160.3245446966,5680953.032198429,91538.99555269202,702326288.4171925,3246022978.5355654,52304196.375500776,6044181.333662796,138793262.91283917,5977385.529739594,10786814.492438477,134620.57020454993,10652193.922233919,1507688.334960891,24448,1483240.334960891,171000,31503.291742923422,916504.2954232898,0.016215248583532203,0.4674212273565901,16827399.3736815,0
2044,2798729679.2698092,2257858859.751307,24644598.50584314,2233214261.245464,540870819.5185024,5051695.098468652,19216689.592204716,376213.81516977405,457768363.9150866,1741354611.277756,34091286.05262141,22693620.64108575,495734371.2802468,22442827.59716976,565515418.0243454,2233214261.245464,277550606.3211154,287964811.70323,3837112455.0962634,3691441002.2224092,6637471.167394302,3684803531.055015,145671452.8738542,1360561.0395561059,5175585.354769861,101324.77306833501,755317800.4598929,2873235108.6082973,56250621.986825325,6112018.934018238,133514960.50052644,6044473.439309499,10808388.121423354,141527.41094426485,10666860.710479083,1669469.6045702626,28966,1640503.6045702626,171000,33156.14012638781,916638.9173164796,0.017350315984379458,0.4907922887244196,17680828.14440169,0
2045,2609185095.3340106,2065599859.3073206,24134878.76876386,2041464980.5385566,543585236.0266901,5791032.922614519,17912571.48237172,431274.36377761717,489838421.2297786,1515146926.6952703,36479632.61350767,23824536.743025765,496199453.6295385,23561245.654125907,567720114.795454,2041464980.5385566,292564287.2201187,275155827.5753353,3514772060.292889,3374639044.9590244,6221827.070406473,3368417217.888618,140133015.33386475,1492893.5731871321,4617753.5515053915,111179.94571394906,808233395.0291346,2499992429.047196,60191393.81228766,6141822.756511967,127917244.6852646,6073947.892088198,10830004.897666203,149234.21103561076,10680770.686630584,1839363.875086165,34147,1805216.875086165,171000,34808.44644366294,916777.6135536078,0.018564838103286022,0.5153319031606406,18526491.06170462,0
2046,2422293114.2899055,1876096336.1181502,23467050.96010802,1852629285.1580424,546196778.1717557,6610233.3123854855,16364535.147464603,492282.50025792985,521851332.62250483,1291914229.177242,38863723.35829555,24955069.264748055,496562424.53709954,24679284.369908065,569663829.1318637,1852629285.1580424,308244242.48971635,261419586.64214733,3196795441.106535,3062603792.5546174,5765472.043847369,3056838320.51077,134191648.55191779,1624026.6163248525,4020499.6385634714,120945.78895904504,861054698.8271329,2131658478.1424491,64125143.54118766,6131053.89521502,121997296.616453,6063298.040249763,10851664.907461535,157808.22200685617,10693856.68545467,2017374.697572441,40074,1977300.697572441,171000,36460.192337387794,916921.9948388916,0.019864376770516046,0.5410984983186726,19364391.630443268,0
2047,2240581852.2665954,1691854016.594111,22655548.051791463,1669198468.5423198,548727835.6724845,7516514.211384135,14579258.075417107,559775.7649902233,553796093.6428055,1074159636.144629,41242738.754885316,26085205.083801847,496845699.8215976,25796930.767085034,571383383.724276,1669198468.5423198,324633425.44232,246749958.28195596,2887291454.9990754,2759455488.3457093,5278015.250881458,2754177473.0948277,127835966.65336613,1751106.46409702,3396499.0073371204,130409.77944731772,913763554.5106289,1772363399.6386378,68050518.94556077,6077015.2167557,115749094.87947269,6009856.557137732,10873368.237276457,167321.8395419938,10706046.397734454,2203506.2405131427,46835,2156671.2405131427,171000,38111.35863522208,917074.3618285004,0.02125488314445217,0.5681534232346063,20194535.284585446,0
2048,2065950461.889256,1514754584.9894726,21716366.206156116,1493038218.7833164,551195876.8997834,8518468.301856356,12563503.82532701,634394.0789727481,585659618.1621014,863762896.3784097,43615704.24280518,27214930.489527024,497066775.1237396,26914171.286516745,572912243.1059395,1493038218.7833164,341777154.74033934,231135088.36560017,2589333919.817482,2468282328.6761293,4769267.683657684,2463513060.9924717,121051591.14135256,1870794.3677422903,2759150.044663373,139323.2712520209,966338369.9674672,1425208779.024376,71965912.00062855,5976841.9478898505,109163958.86460814,5910790.328854574,10895114.97375101,177852.99922282822,10717261.974528173,2397763.5797500764,54532,2343231.5797500764,171000,39761.92530543202,917238.0008233432,0.022742724964563824,0.5965610943963366,21016930.187280573,0
2049,1895884928.385605,1342270399.7284603,20603008.564502995,1321667391.1639576,553614528.6571447,9636044.765814768,10249340.68529153,717623.1133966965,618144971.7356234,657487440.3546432,46034979.07369085,28344231.150706105,497239305.7510749,28030991.75536368,574217537.2216477,1321667391.1639576,359683634.54784113,214533902.6738066,2298808655.7938685,2184987114.230924,4235918.810394126,2180751195.42053,113821541.56294438,1981142.8585065617,2107234.7209409373,147541.23094662666,1019939203.3637785,1084854276.5851612,75957715.4715899,5827491.723917139,102230959.22637178,5763090.61265548,10916905.203698512,189740.95587137513,10727164.247827128,2604697.3320876844,63385,2541312.3320876844,171000,41411.871409628664,938016.1776158512,0.02433471571208329,0.6263891491161535,21849823.56435711,0
2050,1735469797.449226,1179475378.4674957,19383820.366002876,1160091558.1014926,555994418.9817302,10869415.71198289,7704928.968341537,809475.6856784483,650517657.0395176,461128037.87749135,48445863.18448377,29473092.081124846,497373949.5475773,29147377.353028107,575378239.3477331,1160091558.1014926,378431220.05322593,196947019.2945072,2023977517.1163132,1917850995.4734707,3699924.60600791,1914151070.8674629,106126521.64284247,2074720.9727670106,1470693.3792839588,154510.2539569403,1073354134.1152041,760861262.4978607,79935674.25439821,5625734.068261872,94937224.94178757,5563562.632793045,10938739.014105909,202846.7826582731,10735892.231447626,2819946.072436232,73426,2746520.072436232,171000,43061.175052450875,938186.5258426201,0.026038145811929123,0.6577086065719612,22674787.97194113,0
2051,1585342890.568738,1026999055.6020437,18072009.69432399,1008927045.9077197,558343834.9666942,12229674.4104817,4931557.341276794,910777.9425654955,682760217.8221433,275319771.52611005,50847056.55946638,30601497.60288747,497479024.7889321,30263312.574874725,576415844.6610183,1008927045.9077197,398069345.0978983,178346499.56311995,1765844955.8822343,1667899832.193936,3170206.446198649,1664729625.7477374,97945123.68829827,2145339.3013172583,865097.7471544996,159769.39772689083,1126554359.4065363,454277623.01808155,83897643.32311952,5368139.271996737,87268169.83336529,5308814.582936251,10960616.49213412,217269.45441690338,10743347.037717208,3043513.008705165,84795,2958718.008705165,171000,44709.81332796765,938357.7219966669,0.027860816018764164,0.6905940369005593,23491821.920362793,0
2052,1445861235.1483343,885191998.9531094,16679247.489179013,868512751.4639304,560669236.195225,13728336.84801297,1928523.129478652,1022387.5116873903,714854529.0563521,100421013.03023343,53237209.37734487,31729431.30731982,497561023.69433933,31378781.193565845,577348483.684404,868512751.4639304,418649091.0483308,158699392.63607326,1524955208.9649715,1435701240.0596309,2655200.1441457816,1433046039.9154851,89253968.90534078,2185439.2412711964,307005.15084402275,162755.75203056275,1179509972.942981,165694671.49988514,87841395.47261903,5051066.640477443,79207656.26216875,4995246.002694574,10982537.72511839,233115.37298089912,10749422.352137482,3275401.418290863,97643,3177758.418290863,171000,46357.76226255623,938529.9564796723,0.029811073140077658,0.7251237387455873,24300924.06335709,0
2053,1463598731.502071,900623076.0319653,18172342.17669038,882450733.8552749,562975655.4701056,15303990.851533664,1728620.4678205098,1139730.857336209,743163309.7451329,83941980.92649345,55345443.183648616,32856876.01327983,497625013.23899317,32493766.21783263,581147997.6467961,882450733.8552749,442474419.25906444,138673578.38773167,1538654732.632841,1458626935.3776417,2583224.516438281,1456043710.8612034,80027797.25519948,2175484.2596866046,245725.87994841574,162014.37680326146,1226219461.0794692,138504268.52871418,91319981.25302021,4670652.072573698,70738109.6885117,4619035.494114083,11004502.800568625,248215.26026041986,10756287.540308198,3488791.6307581444,111285,3377506.6307581444,171000,48004.99675399239,833884.6147128586,0.031897848259883094,0.7613799256828667,25012999.898660846,0
2054,1486339254.454255,921072242.8841047,19902712.19975034,901169530.6843544,565267011.5701504,17113763.323126256,1514439.2187356667,1274509.6578884185,774889467.6946725,68571884.38946128,57708178.60022065,33983813.72268002,497674947.9989813,33608249.8484891,585169723.7699007,901169530.6843544,467813304.83558017,117356418.93432048,1559642334.2414124,1489402816.8772743,2473091.2480894374,1486929725.6291847,70239517.36413822,2126539.2310113623,188182.71299052215,158369.3040875529,1278567621.6962094,113143609.24261111,95218494.69036406,4222794.936225623,61840594.68563714,4176127.742275455,11026511.806169763,266355.7678063356,10760156.038363421,3737201.6496958225,127553,3609648.6496958225,171000,49651.4905064673,938381.6257379837,0.034130697638074914,0.7994489219670101,25805817.152018666,0
2055,1511753233.8223376,944206880.4844506,21850670.03480828,922356210.4496423,567546353.3378872,19103696.10741229,1324268.4282869515,1422705.4991090412,806401484.2174144,55899759.92439052,60054966.307837345,35110225.57301019,497713914.3333975,34722213.4314795,589397023.3726954,922356210.4496423,494752455.69315934,94644567.67953612,1584052604.7524726,1524192380.172445,2304632.930535273,1521887747.2419097,59860224.580027565,2014904.2145593485,139673.1827370288,150055.53323889576,1330562448.9587336,92234603.87524435,99090694.40793161,3703144.2022226723,52494860.57549283,3662219.802312068,11048564.829782102,285770.3920252197,10762794.437756876,3993938.857745202,145858,3848080.857745202,171000,51297.21596122152,938557.3190356288,0.03651984647274016,0.8394213680653606,26590703.07183005,0
2056,1539389432.3665304,969573382.1998866,24031703.833779775,945541678.3661067,569816050.1666437,21290148.643506125,1156018.4762441274,1585536.7140295226,837673559.0735872,45484234.40179276,62383884.89072685,36236091.78663058,497744320.9722813,35835637.40773189,593847754.0004236,945541678.3661067,523412918.78985614,70434835.21056743,1611063574.4730554,1562204381.0835285,2060611.779452497,1560143769.304076,48859193.389526896,1825535.6084838703,99123.44567366912,135952.72529495752,1382161372.4714189,75048986.76295805,102933410.0696993,3107083.796193271,42679362.98005504,3072746.6132785883,11070661.959441666,306548.6882221708,10764113.271219486,4259007.211994718,166426,4092581.211994718,171000,52942.14422246074,938736.0469760429,0.03907623572583197,0.8813924364686286,27367657.849196717,0
2057,1568858593.5181482,996780652.8696588,26462993.617989745,970317659.251669,572077940.6484894,23691011.371957354,1007646.5924066592,1764335.6536257288,868677483.4165039,36947342.27771863,64692833.55744653,37361391.61658686,497768047.77233064,36948501.259571835,598540934.266479,970317659.251669,553926924.9983083,44614009.268170714,1639948950.1492884,1602745101.1993797,1720963.434125886,1601024137.7652538,37203848.949908726,1540693.5767419173,65530.11216669535,114739.74521727336,1433317847.6372313,60963114.758235745,106743175.36978677,2429717.126806599,32371266.125766568,2402865.697335559,11092803.28336055,328786.5372189226,10764016.74614162,4532411.078291846,189507,4342904.078291846,171000,54586.24497818949,938918.9374724925,0.04181157222664021,0.9254620582920601,28136682.516153306,0
2058,1599826958.8045094,1025493510.2411672,29163665.403947383,996329844.8372198,574333448.563342,26325905.70677515,877196.117880222,1960563.5792920105,899382337.0528849,29967998.18931945,66979509.595015444,38486103.28867622,497786561.82123685,38060783.45342887,603497113.9672893,996329844.8372198,586439365.3287599,17057748.638529472,1670066299.2605402,1645206577.9051259,1262333.923713154,1643944243.9814126,24859721.355414383,1139502.9872218303,37968.972761558594,84861.96372976512,1483980856.13726,49447197.01237709,110516190.83177547,1665850.7461222147,21546429.60861944,1647441.0006727232,11114988.88992727,352586.60812036024,10762402.281806903,4814155.415944811,215378,4598777.415944811,171000,56229.48641556793,939107.6014056113,0.044738382282505026,0.9717351612066631,28897779.295072637,0
2059,1632009972.4744902,1055426299.0997177,32154343.85606899,1023271955.2436488,576583673.3747724,29215760.25130145,762804.502311531,2175779.102456012,929755191.090184,24275303.4564458,69241460.69701897,39610203.939471774,497801008.05675495,39172461.37854572,608738017.2308415,1023271955.2436488,608738017.2308415,0.0,1706660866.6689458,1689363356.4677026,964630.3156820697,1688398726.1520205,17297510.201243173,876472.8075390435,22884.135069345928,65273.373073680355,1534096065.2988036,40054250.703135565,114248410.15008129,1188306.1181841532,14934030.241702648,1175173.8413563715,11137218.867707126,378058.86331368797,10759160.00439343,5104246.047654176,244341,4859905.047654176,171000,57871.83513036331,939304.3396083564,0.04787006904228038,1.0,29650952.09174029,0
