Year,ATS Total Power (kWh),CAV Total Power (kWh),ECAV Power (kWh),ICECAV Power (kWh),STI Power (kWh),ECAV Sensing Power (kWh),ECAV Computing Power (kWh),ECAV Communication Power (kWh),ICECAV Sensing Power (kWh),ICECAV Computing Power (kWh),ICECAV Communication Power (kWh),STI Sensing Power (kWh),STI Computing Power (kWh),STI Communication Power (kWh),Electricity Consumption (kWh),Gasoline Consumption (kWh),Clean Electricity (kWh),Fossil Electricity (kWh),ATS Emissions (kg CO2),CAV Emissions (kg CO2),ECAV Emissions (kg CO2),ICECAV Emissions (kg CO2),STI Emissions (kg CO2),ECAV Sensing Emissions (kg CO2),ECAV Computing Emissions (kg CO2),ECAV Communication Emissions (kg CO2),ICECAV Sensing Emissions (kg CO2),ICECAV Computing Emissions (kg CO2),ICECAV Communication Emissions (kg CO2),STI Sensing Emissions (kg CO2),STI Computing Emissions (kg CO2),STI Communication Emissions (kg CO2),Total Vehicles,Total EV,Total ICEV,Total CAV,Total ECAV,Total ICECAV,Total Infra,Total STI,Incremented Car Number,EV Fraction,Clean Energy Fraction,Cumulative New Cars,shock_active
2034,1398412225.4920673,1099443886.7604468,6373973.514774275,1093069913.2456725,298968338.73162067,837643.5892309498,5473948.272590318,62381.65295300716,143647130.52057496,938724980.5106057,10697802.214491937,11365884.875333851,276362176.3007265,11240277.555560332,305342312.24639493,1093069913.2456725,122850501.58125031,182491810.66514462,1898496777.2353694,1805547035.5646431,1981678.709283533,1803565356.8553596,92949741.67072628,260424.75120099378,1701859.4009479121,19394.55713462693,237017765.35894868,1548896217.8424993,17651373.653911695,3533672.0520424778,85921449.08619164,3494620.5324921696,10594579.304577483,86560.29635593574,10508019.008221542,430884.82332555694,3983,426901.82332555694,171000,16605.938626853283,886589.8235035017,0.00924368692522313,0.4023369728140282,8863415.04400637,1
2035,1494472693.3227293,1187703969.5076246,7006039.590726559,1180697929.916898,306768723.81510454,1022409.2172853682,5907488.7091478985,76141.6642932924,172302258.7503823,995563841.6789243,12831829.487591388,12500024.85883636,281906815.0901343,12361883.866133874,313774763.4058311,1180697929.916898,132555347.876847,181219415.52898413,2042737952.563679,1950263531.905013,2111947.542131464,1948151584.3628817,92474420.658666,308201.88860429503,1780792.9997952564,22952.653731912684,284298726.9381308,1642680338.770225,21172518.65452579,3768091.2925677476,84979880.22045639,3726449.1456418606,10615768.463186638,89064.53304263229,10526703.930144,516969.55920990976,4862,512107.55920990976,171000,18262.95514311022,886657.670929309,0.009405451446414536,0.4224538214547296,9749987.53594886,1
2036,1583593470.6987677,1270241868.9827619,7624771.197986762,1262617097.7847753,313351601.7160058,1229187.1705397342,6304043.032598254,91540.99484877351,203546138.9727925,1043912310.4744682,15158648.33751436,13633886.012424393,286234501.27536726,13483214.428214107,320976372.9139925,1262617097.7847753,142377580.10090423,178598792.8130883,2176888935.1544504,2085540977.3179657,2222765.973086647,2083318211.3448792,91347957.83648464,358331.4628446532,1837748.5673843147,26685.942857679318,335851129.3051076,1722455312.2828724,25011769.75689869,3974537.349705736,83442806.77252363,3930613.714255257,10637000.000113012,91678.95914327109,10545321.040969735,610885.4301994543,5846,605039.4301994543,171000,19919.56427951966,886736.5545265935,0.009570046846726792,0.4435765125274661,10636602.406208567,1
2037,1603907344.9942157,1284923315.6266062,7848280.155648619,1277075035.4709575,318984029.3676095,1447891.211746721,6292560.449484818,107828.49441708071,235601390.8688911,1023927752.3044574,17545892.297609087,14767459.687157547,289612308.99200964,14604260.688442295,326832309.5232581,1277075035.4709575,152223892.84160537,174608416.68165272,2199044733.6531544,2109379920.7673287,2206112.2402488203,2107173808.5270798,89664812.88582571,406994.9672329393,1768807.2233408687,30310.049675012357,388742294.9336703,1689480791.3023546,28950722.291054994,4151058.9488541037,81408569.40920362,4105184.5277679833,10658274.00011324,94178.61527797698,10564095.384835256,714999.0014688598,6962,708037.0014688598,171000,21575.753399689896,907429.7394291125,0.00973752266654451,0.4657553381538394,11536179.661523007,1
2038,1581837027.6429,1257962572.2429,8223962.118901664,1249738610.1239982,323874455.39999986,1760772.6315259475,6332059.841496316,131129.6458794009,267572431.5667807,962239313.7421762,19926864.815041367,15900736.881036695,292248704.77466047,15725013.744302718,332098417.5189015,1249738610.1239982,162410441.28946447,169687976.22943705,2151785008.057999,2064290407.9378955,2221701.2332988745,2062068706.7045968,87494600.1201036,475672.26969943166,1710604.3237773883,35424.63982205426,441494512.0851881,1587694867.6745906,32879326.944818255,4295579.944096108,78950911.7917212,4248108.384286301,10679590.548113467,96853.80849772318,10582736.739615737,827129.1375098825,8618,818511.1375098825,171000,23231.50935139857,907514.8586129192,0.010419149253202626,0.48904310506153137,12428022.931217087,0
2039,1536935225.4666448,1208749645.2404284,8457923.198151054,1200291722.0422773,328185580.2262162,2110801.4665461383,6189924.462704819,157197.26890009665,299550784.25444704,878432555.9110965,22308381.876733877,17033708.22123758,294306407.67842597,16845464.326552622,336643503.42436725,1200291722.0422773,172864843.42411706,163778660.0002502,2067556616.672606,1982669044.3358858,2187702.9661284247,1980481341.3697574,84887572.33672018,545974.0554608834,1601068.7008993553,40660.20976818607,494258794.0198376,1449413717.253309,36808830.0966109,4405891.74514068,76124479.49036047,4357201.101219028,10700949.729209691,99716.8681830791,10601232.861026604,947277.4210638899,10561,936716.4210638899,171000,24886.818440635412,907600.5879086405,0.01114848970092681,0.5134952603146079,13312132.060294326,0
2040,1482080618.0084763,1150036223.5728347,8612774.30312136,1141423449.2697132,332044394.43564165,2501614.045998383,5924858.086072979,186302.17104999864,331530913.5745274,785202504.4459915,24690031.249194477,18166363.945287764,295912427.7097467,17965602.78060715,340657168.73876303,1141423449.2697132,183672133.6165259,156985035.12223715,1967351372.8646407,1885472516.0772693,2123824.7822428253,1883348691.2950265,81878856.78737152,616873.2303332998,1461011.2829629409,45940.26894658471,547026007.3979702,1295584132.335886,40738551.56117088,4479645.302706018,72969071.8954328,4430139.589232706,10722351.628668113,103161.91340037773,10619189.715267727,1075445.477812371,12829,1062616.477812371,171000,26541.66640410107,907687.1170537509,0.011928883979991688,0.5391700233303384,14188507.062902091,0
2041,1425601291.851711,1090051277.2720253,8737531.633615026,1081313745.6384103,335550014.5796855,2937306.6496076626,5581475.570309092,218749.41369827074,363506558.66659045,690735840.3031245,27071346.668695215,19298693.88111471,297165901.65176284,19085419.04680797,344287546.2133005,1081313745.6384103,194911000.54037872,149376545.6729218,1864703283.1560493,1786211560.1511874,2043879.8478104689,1784167680.303377,78491723.00486179,687093.5774213531,1305616.4964614108,51169.77392770489,599785821.7998742,1139714136.5001554,44667722.00334711,4514342.627490333,69512926.91242306,4464453.464948405,10743796.331925446,107236.43930093957,10636559.8926245,1211634.995250944,15465,1196169.995250944,171000,28196.038380056765,907774.7169582583,0.012763905858591107,0.5661285244968554,15057148.19323014,0
2042,1372651315.125313,1033871515.5127994,8870257.176052643,1025001258.3367468,338779799.61251366,3422364.7254204582,5193019.409968429,254873.0406637539,395470850.5536622,600078591.1997105,29451816.58337413,20430687.425887533,298144209.5471273,20204902.639498804,347650056.7885663,1025001258.3367468,206655344.37550697,140994712.41305932,1767949092.793427,1693208993.1266108,1956916.8709785696,1691252076.2556322,74740099.6668163,755026.9554639447,1145660.953565354,56228.96194927042,652526903.4135425,990129675.4795222,48595497.36256731,4507327.816531366,65775255.6738137,4457516.176471227,10765283.924589299,111991.3919734167,10653292.532615874,1355847.7506702286,18517,1337330.7506702286,171000,29849.918877411306,907863.774492763,0.013657379268692486,0.5944349507216982,15918056.045773514,0
2043,1326202305.7431185,984408180.5187614,9040404.512864916,975367776.0058966,341794125.22435707,3961600.3422916085,4783772.750445992,295031.4201273163,427416418.1244864,516120465.83538055,31830892.046029575,21562333.523568705,298907749.07596314,21324042.624825243,350834529.737222,975367776.0058966,218975721.7156065,131858808.0216155,1681855506.0720053,1611224997.0212793,1868166.6115501297,1609356830.4097292,70630509.05072582,818650.2580988364,988549.1868100516,60967.16664124197,705237089.9054025,851598768.6283779,52520971.875948794,4455777.559346588,61768195.8769296,4406535.614449619,10786814.492438477,117481.41471351375,10669333.077724954,1508085.6525849411,22038,1486047.6525849411,171000,31503.291742923422,907954.8421854377,0.01461339581750096,0.6241566982577831,16771231.697105775,0
2044,1287752473.7515278,943112363.2114645,9271164.037850313,933841199.1736141,344640110.54006314,4560274.276552042,4371273.424531965,339616.3367663056,459335201.23147047,440298025.1471404,34207972.79500335,22693620.64108575,299503662.30180764,22442827.59716976,353911274.57791346,933841199.1736141,231940897.24759185,121970377.33032161,1608781394.2190516,1542617844.3723295,1779865.7358663438,1540837978.6364632,66163549.846722215,875475.3877561266,839191.2556679967,65199.09244222048,757903082.0319263,726491741.4927816,56443155.11175552,4356691.094766053,57498314.572058335,4308544.179897832,10808388.121423354,123765.11290294159,10684623.008520404,1668350.8020011403,26087,1642263.8020011403,171000,33156.14012638781,908048.7092179358,0.01563633352472603,0.6553645331706722,17616676.906326592,0
2045,1257829862.1378343,910475335.0895834,9580864.109599892,900894470.9799836,347354527.04825103,5224028.48110094,3967787.665959346,389047.9625396064,491218570.7915586,373093483.9899975,36582416.198427424,23824536.743025765,299968744.6510993,23561245.654125907,356935391.1578509,900894470.9799836,245618935.79816908,111316455.35968184,1549502672.870759,1488167643.1349678,1691766.0179947924,1486475877.116973,61335029.7357912,922446.4265710788,700622.4347930157,68697.15663069804,810510641.8060716,615604248.5834959,60360986.72740524,4206879.587816482,52967761.869495906,4160388.2784788082,10830004.897666203,130905.33954260657,10699099.558123589,1836645.58291848,30729,1805916.58291848,171000,34808.44644366294,908146.5028479826,0.016730876871456853,0.6881327598292059,18454394.39843487,0
2046,1236345523.9782403,886379454.7849236,9984439.949129468,876395014.8357941,349966069.19331646,5958994.338560653,3581662.6919669844,443782.91860183206,523057172.79661876,314384316.40193266,38953525.63724267,24955069.264748055,300331715.5586604,24679284.369908065,359950509.1424459,876395014.8357941,260078424.1210251,99872085.02142084,1503790169.7134013,1447653343.3762672,1601568.8972070476,1446051774.4790602,56136826.33713412,955861.3242101509,574521.9157977237,71185.65719917325,863044335.1144209,518734122.06318885,64273317.301450394,4002954.8943857118,48175154.23341521,3958717.209333206,10851664.907461535,138969.50404155647,10712695.403419971,2012972.795875081,36036,1976936.795875081,171000,36460.192337387794,908249.833298834,0.017902038252458834,0.7225393978206662,19284388.264888644,0
2047,1222838172.0077536,870341045.3137083,10495009.06846251,859846036.2452458,352497126.6940453,6772205.322157088,3218458.738996075,504345.0073093475,554840292.6486267,263685240.43115106,41320503.16546814,26085205.083801847,300614990.8431584,25796930.767085034,362992135.7625078,859846036.2452458,275389925.1468539,87602210.61565387,1470808762.866888,1420251225.446623,1505265.6419675087,1418745959.8046556,50557537.42026505,971315.7868939275,461613.2609602967,72336.59411328452,915486482.870234,435080646.71139926,68178830.22302243,3741317.6796878506,43116248.32572674,3699971.414850459,10873368.237276457,148029.90768717043,10725338.32958928,2197335.854808029,42090,2155245.854808029,171000,38111.35863522208,908361.000744231,0.019155180930130952,0.7586663677116996,20106664.52974852,0
2048,1216642048.642743,861676880.721399,11123555.568945646,850553325.1524533,354965167.92134416,7671003.579018743,2881270.9711024556,571281.0188244462,586556839.7577754,220313962.55871102,43682522.83596684,27214930.489527024,300836066.1453004,26914171.286516745,366088723.4902898,850553325.1524533,291626162.2161205,74462561.27416933,1449393052.0051162,1404810084.475002,1397097.9734541553,1403412986.5015478,44582967.53011412,963463.839253557,361882.29651475354,71751.83768584444,967818785.6003294,363518038.22187316,72076162.67934528,3418144.854758688,37784452.61934872,3380370.056006711,10895114.97375101,158164.11045755254,10736950.86329345,2389739.0769735756,48980,2340759.0769735756,171000,39761.92530543202,908483.2910011467,0.02049604359524012,0.7965996860972846,20921231.949760124,0
2049,1216918934.2922068,859535114.6135013,11879010.547985129,847656104.0655162,357383819.6787056,8673415.360718882,2559661.7689177566,645933.4183484912,618912951.0332829,182650980.39956632,46092172.632667035,28344231.150706105,301008596.77263576,28030991.75536368,369262830.2266907,847656104.0655162,308862387.3782756,60400442.84841514,1438098664.7536576,1399902177.2497375,1269605.5416357843,1398632571.7081017,38196487.50392005,926997.763188737,273571.6710919538,69036.10735509353,1021206369.2049167,301374117.6592844,76052084.8439006,3029376.293334961,32171213.334545817,2995897.876039268,10916905.203698512,169706.49911360952,10747198.704584895,2594732.316534619,56904,2537828.316534619,171000,41411.871409628664,929219.9693766143,0.021930766646906928,0.8364296704021489,21746338.347867332,0
2050,1223103231.9574232,863339521.954132,12774279.580479056,850565242.3736529,359763710.0032912,9779706.46309798,2266251.1169424686,728322.000438606,651173973.8998389,150896527.54331255,48494740.93050147,29473092.081124846,301143240.5691382,29147377.353028107,372537989.5837702,850565242.3736529,327181919.23182374,45356070.351946495,1435926142.6694553,1404546847.5891886,1114197.6726613413,1403432649.9165273,31379295.080266617,853005.1430177176,197666.85896104132,63525.67068258223,1074437056.934734,248979270.4464657,80016322.53532742,2570700.789507161,26266302.97747446,2542291.3132849955,10938739.014105909,182058.98816169339,10756680.025944207,2807953.3816864104,65891,2742062.3816864104,171000,43061.175052450875,929348.6690203156,0.023465920312190414,0.8782511539222564,22563556.880846627,0
2051,1234422053.5962517,872308927.6079967,13819131.925756007,858489795.6822407,362113125.9882551,10999496.636075288,2000472.1149951764,819163.1746855435,683324804.3686484,124275888.42026891,50889102.893323414,30601497.60288747,301248315.81049293,30263312.574874725,375932257.9140111,858489795.6822407,346671086.27505857,29261171.638952542,1441538881.283425,1417428282.9042156,920120.028518444,1416508162.8756971,24110598.37920958,732380.0954248752,133197.54593767767,54542.387155891265,1127485927.2082698,205055215.89344367,83967019.77398363,2037541.214480845,20058033.34275065,2015023.8219780903,10960616.49213412,195278.44465794603,10765338.047476167,3029404.7095323736,76064,2953340.7095323736,171000,44709.81332796765,929478.0659368522,0.025108534734043744,0.9221637116183693,23372886.663229473,0
2052,1250154422.618994,885715895.4022082,15023691.91512223,870692203.4870859,364438527.2167859,12343262.710153956,1761192.0251080918,919237.1798601815,715348974.6755428,102069196.69071044,53274032.1208327,31729431.30731982,301330314.71590024,31378781.193565845,379462219.1319081,870692203.4870859,367422602.8343046,12039616.297603538,1453684621.9875226,1437316882.934664,674747.180972403,1436642135.7536917,16367739.052858504,554363.1861416806,79099.02311672199,41284.9717140005,1180325808.2146456,168414174.53967223,87902152.99937394,1425038.82863318,13533409.866547208,1409290.357678115,10982537.72511839,209425.7311426845,10773111.993975697,3259088.802554257,87559,3171529.802554257,171000,46357.76226255623,929608.3500380199,0.02686613216542681,0.9682718971992879,24174326.956519015,0
2053,1269644967.6615803,902900021.1699139,16398994.056776218,886501027.1131377,366744946.49166656,13822646.38290136,1546936.668244216,1029411.0056306416,747228163.7177844,83624699.20591342,55648164.18943991,32856876.01327983,301394304.2605541,32493766.21783263,383143940.5484428,886501027.1131377,383143940.5484428,0.0,1474221012.9531302,1463218664.5583804,491969.82170328655,1462726694.7366772,11002348.394749997,414679.3914870408,46408.10004732647,30882.330168919245,1232926470.134344,137980753.68975714,91819470.91257584,985706.2803983948,9041829.127816621,974812.9865349788,11004502.800568625,224565.9881068844,10779936.812461734,3497008.256086388,100528,3396480.256086388,171000,48004.99675399239,929739.7924084943,0.028746761417006685,1.0,24967877.231488936,0
2054,1292309606.6191444,923273304.0274334,17956467.605211653,905316836.4222219,369036302.5917112,15449912.56237232,1355956.988952139,1150598.0538871947,778943067.8396496,68363707.08047634,58010061.50209588,33983813.72268002,301444239.0205421,33608249.8484891,386992770.19692284,905316836.4222219,386992770.19692284,0.0,1505382563.2025738,1494311474.1248224,538694.0281563496,1493772780.096666,11071089.077751337,463497.37687116954,40678.709668564166,34517.94161661584,1285256061.9354217,112800116.68278596,95716601.4784582,1019514.4116804005,9043327.170616262,1008247.495454673,11026511.806169763,240768.9373388851,10785742.86883087,3743165.798579931,115136,3628029.798579931,171000,49651.4905064673,929872.7800939009,0.030759034716197155,1.0,25753537.256163552,0
2055,1317634627.9635603,946318983.6041123,19709206.603798643,926609777.0003136,371315644.3594481,17238925.630388167,1186450.129620572,1283830.843789905,810471844.7174975,55779834.8827407,60358097.40007538,35110225.57301019,301483205.35495836,34722213.4314795,391024850.9632467,926609777.0003136,391024850.9632467,0.0,1540636877.5794146,1529497408.2486312,591276.1981139593,1528906132.0505173,11139469.330783442,517167.768911645,35593.50388861716,38514.92531369715,1337278543.7838707,92036727.55652215,99590860.71012437,1053306.7671903057,9044496.16064875,1041666.402944385,11048564.829782102,258109.20817215164,10790455.621609943,3997564.3505769656,131569,3865995.3505769656,171000,51297.21596122152,930007.8657977767,0.03291216714633096,1.0,26531307.220046617,0
2056,1345173797.0915833,971588455.9033785,21670927.099713404,949917528.803665,373585341.1882046,19204199.0620862,1036537.803339834,1430190.2342873714,841791642.405176,45435316.36323838,62690570.035250664,36236091.78663058,301513611.9938421,35835637.40773189,395256268.287918,949917528.803665,395256268.287918,0.0,1579221610.5746849,1568014050.3390386,650127.8129914021,1567363922.5260472,11207560.235646138,576125.971862586,31096.134100195017,42905.70702862114,1388956209.9685404,74968271.99934332,103439440.55816358,1087082.7535989173,9045408.359815264,1075069.1222319566,11070661.959441666,276666.6890900956,10793995.270351563,4260207.111039307,150028,4110179.111039307,171000,52942.14422246074,930145.8388774991,0.03521601884657413,1.0,27301187.909507915,0
2057,1374542278.3668942,998695046.6968442,23857101.275964346,974837945.4208798,375847231.6700502,21361825.352315005,904401.2453218594,1590874.6783274817,872877123.5032898,36955229.4567274,65005592.46086268,37361391.61658686,301537338.7938915,36948501.259571835,399704332.9460145,974837945.4208798,399704332.9460145,0.0,1620473739.932832,1609198322.9827304,715713.0382789304,1608482609.9444516,11275416.950101506,640854.7605694501,27132.03735965578,47726.24034982445,1440247253.7804282,60976128.603600204,107259227.56042342,1120841.7484976056,9046120.163816744,1108455.037787155,11092803.28336055,296526.9077646736,10796276.375595868,4531097.683650285,170737,4360360.683650285,171000,54586.24497818949,930287.8267668672,0.03768114016583432,1.0,28063180.955357444,0
2058,1405410460.783058,1027307721.198155,26284782.58466705,1001022938.613488,378102739.58490276,23729304.300816,788290.8490748098,1767187.434776239,903700757.1184138,30021067.120536093,67301114.37453803,38486103.28867622,301555852.8427977,38060783.45342887,404387522.16956985,1001022938.613488,404387522.16956985,0.0,1663819474.377342,1652476392.189795,788543.4775400114,1651687848.712255,11343082.187547082,711879.12902448,23648.725472244292,53015.623043287174,1491106249.2453828,49534760.74888455,111046838.71798775,1154583.0986602865,9046675.585283931,1141823.503602866,11114988.88992727,317781.4435067405,10797207.44642052,4810240.2614990845,193943,4616297.2614990845,171000,56229.48641556793,930435.4398655538,0.04031881997744272,1.0,28817289.1822664,0
2059,1437497374.6594102,1057144410.263077,28972728.544583578,1028171681.7184935,380352964.3963333,26325633.042305302,686552.2290693622,1960543.2732089118,934232699.4076359,24364069.088749748,69574913.22210774,39610203.939471774,301570299.0783158,39172461.37854572,409325692.94091684,1028171681.7184935,409325692.94091684,0.0,1708763045.6237416,1697352456.6918516,869181.8563375073,1696483274.835514,11410588.931889998,789768.991269159,20596.566872080864,58816.29819626735,1541483954.0225992,40200713.99643708,114798606.81647776,1188306.1181841532,9047108.972349474,1175173.8413563715,11137218.867707126,340528.377432857,10796690.49027426,5097639.89699491,219918,4877721.89699491,171000,57871.83513036331,930590.978524087,0.04314113737586372,1.0,29563517.101857536,0
