Year,ATS Total Power (kWh),CAV Total Power (kWh),ECAV Power (kWh),ICECAV Power (kWh),STI Power (kWh),ECAV Sensing Power (kWh),ECAV Computing Power (kWh),ECAV Communication Power (kWh),ICECAV Sensing Power (kWh),ICECAV Computing Power (kWh),ICECAV Communication Power (kWh),STI Sensing Power (kWh),STI Computing Power (kWh),STI Communication Power (kWh),Electricity Consumption (kWh),Gasoline Consumption (kWh),Clean Electricity (kWh),Fossil Electricity (kWh),ATS Emissions (kg CO2),CAV Emissions (kg CO2),ECAV Emissions (kg CO2),ICECAV Emissions (kg CO2),STI Emissions (kg CO2),ECAV Sensing Emissions (kg CO2),ECAV Computing Emissions (kg CO2),ECAV Communication Emissions (kg CO2),ICECAV Sensing Emissions (kg CO2),ICECAV Computing Emissions (kg CO2),ICECAV Communication Emissions (kg CO2),STI Sensing Emissions (kg CO2),STI Computing Emissions (kg CO2),STI Communication Emissions (kg CO2),Total Vehicles,Total EV,Total ICEV,Total CAV,Total ECAV,Total ICECAV,Total Infra,Total STI,Incremented Car Number,EV Fraction,Clean Energy Fraction,Cumulative New Cars,shock_active
2034,1396798168.3273673,1097829829.5957468,9064068.789274791,1088765760.806472,298968338.73162067,1191165.7769028621,7784193.576688818,88709.43568311137,143081495.02029994,935028588.0240482,10655677.762123771,11365884.875333851,276362176.3007265,11240277.555560332,308032407.5208955,1088765760.806472,97104612.34573711,210927795.17515835,1904840541.28863,1799652575.328237,3189069.9975584256,1796463505.3306787,105187965.96039286,419095.5661914413,2738763.2163581024,31211.21500888167,236084466.7834949,1542797170.2396796,17581868.30750422,3998932.8517144155,97234293.49338755,3954739.615290897,10594579.304577483,99277.10916374574,10495302.195413733,430884.82332555694,5664,425220.82332555694,171000,16605.938626853283,886589.8235035017,0.013145912777650067,0.3152415459375001,8863415.04400637,1
2035,1492389037.7801151,1185620313.9650104,10478798.828417016,1175141515.1365933,306768723.81510454,1529197.825606581,8835717.378223676,113883.62458675903,171491396.97706833,990878675.8084031,12771442.351121843,12500024.85883636,281906815.0901343,12361883.866133874,317247522.64352155,1175141515.1365933,100009599.4829858,217237923.16053575,2050602749.5401363,1942670323.6007354,3686823.625356533,1938983499.975379,107932425.93940093,538027.5701067039,3108727.642396147,40068.41285368249,282960805.01216274,1634949815.0838652,21072879.87935104,4397964.663862505,99185099.65138163,4349361.624156793,10615768.463186638,105913.76929099369,10509854.69389564,516969.55920990976,7272,509697.55920990976,171000,18262.95514311022,886657.670929309,0.014066126672085573,0.3152415459375001,9749987.53594886,1
2036,1580973450.1064796,1267621848.3904738,11991472.185133476,1255630376.2053404,313351601.7160058,1933141.7800106597,9914363.948290858,143966.45683195753,202419811.59763893,1038135797.0093602,15074767.59834127,13633886.012424393,286234501.27536726,13483214.428214107,325343073.90113926,1255630376.2053404,102561653.57665348,222781420.32448578,2186257680.508354,2076009158.0234156,4219037.284603974,2071790120.7388115,110248522.48493853,680149.7864792723,3488234.8476637024,50652.65046099896,333992689.1361042,1712924065.0654442,24873366.53726309,4796898.373476804,100707737.49681646,4743886.614645253,10637000.000113012,113388.14013389943,10523611.859979108,610885.4301994543,9194,601691.4301994543,171000,19919.56427951966,886736.5545265935,0.015050755539131565,0.3152415459375001,10636602.406208567,1
2037,1600827779.9656036,1281843750.597994,12980888.53666961,1268862862.0613244,318984029.3676095,2394781.284582519,10407761.214567315,178346.0375197766,234086366.75235382,1017343431.0803257,17433064.228644777,14767459.687157547,289612308.99200964,14604260.688442295,331964917.9042791,1268862862.0613244,104649133.91716024,227315783.98711887,2210421088.412259,2098190872.445647,4567150.044462018,2093623722.401185,112230215.96661222,842571.4017542863,3661830.001820237,62748.64088749427,386242505.14138377,1678616661.2825375,28764555.97726388,5195730.937544623,101896173.45169489,5138311.577372707,10658274.00011324,121665.20701209917,10536608.793101136,714999.0014688598,11515,703484.0014688598,171000,21575.753399689896,907429.7394291125,0.016104308426870776,0.3152415459375001,11536179.661523007,1
2038,1578610615.9552689,1254736160.5552688,13601314.931620495,1241134845.6236482,323874455.39999986,2912078.477273071,10472365.852964377,216870.60138304727,265730342.2135853,955614824.1238273,19789679.286235526,15900736.881036695,292248704.77466047,15725013.744302718,337475770.33162034,1241134845.6236482,106386383.55578873,231089386.7758316,2166608780.173609,2052657933.958291,4785438.679271629,2047872495.2790194,113950846.21531785,1024575.4217351,3684560.2699597473,76302.98757678167,438455064.6524157,1576764459.804315,32652970.822288617,5594459.188834335,102823753.6463741,5532633.380109419,10679590.548113467,130522.80959848368,10549067.738514978,827129.1375098825,14253,812876.1375098825,171000,23231.50935139857,907514.8586129192,0.01723161001675173,0.3152415459375001,12428022.931217087,1
2039,1533617246.5053773,1205431666.279161,13987888.133595897,1191443778.145565,328185580.2262162,3490887.0764790135,10237024.96596935,259976.09114753225,297342647.2785543,871957195.1058729,22143935.76113797,17033708.22123758,294306407.67842597,16845464.326552622,342173468.3598121,1191443778.145565,107867293.14454344,234306175.21526864,2086271340.3421528,1970803683.1715515,4921449.231369224,1965882233.9401822,115467657.17060141,1228221.3980587393,3601758.7622303828,91469.07108010197,490615368.0096146,1438729371.9246902,36537494.00587765,5993079.829644508,103547728.57935919,5926848.761597706,10700949.729209691,140001.67221552844,10560948.056994157,947277.4210638899,17466,929811.4210638899,171000,24886.818440635412,907600.5879086405,0.01843782271792435,0.3152415459375001,13312132.060294326,1
2040,1478701837.8609395,1146657443.425298,14244074.549015976,1132413368.876282,332044394.43564165,4137247.2689958457,9798714.943659712,308112.3363604195,328913900.41773134,779004333.4738528,24495134.984697804,18166363.945287764,295912427.7097467,17965602.78060715,346288468.98465765,1132413368.876282,109164512.30305353,237123956.68160412,1990318972.355759,1873493643.6021712,5011584.956306014,1868482058.6458652,116825328.75358765,1455634.488746066,3447545.3097209753,108405.15783897313,542707935.6892567,1285357150.231857,40416972.724751376,6391589.425181267,104112785.00340389,6320954.32500248,10722351.628668113,150145.37853513972,10572206.250132969,1075445.477812371,21217,1054228.477812371,171000,26541.66640410107,907687.1170537509,0.019728470308179057,0.3152415459375001,14188507.062902091,1
2041,1422173399.7128508,1086623385.1331654,14450685.198381606,1072172699.9347837,335550014.5796855,4857904.440802793,9230999.072861021,361781.6847177932,360433602.2006784,684896602.6990414,26842495.035063997,19298693.88111471,297165901.65176284,19085419.04680797,350000699.7780671,1072172699.9347837,110334761.67724472,239665938.1008224,1892227966.7931218,1774169233.0109408,5084278.118547639,1769084954.892393,118058733.7821809,1709187.9666117965,3247802.1598406318,127287.99209521072,594715443.6311194,1130079394.4534183,44290116.80785559,6789984.396538483,104553802.85467339,6714946.530969031,10743796.331925446,161000.57361672373,10582795.758308718,1211634.995250944,25577,1186057.995250944,171000,28196.038380056765,907774.7169582583,0.02110946322975159,0.3152415459375001,15057148.19323014,1
2042,1369171234.96478,1030391435.3522666,14670390.776940765,1015721044.5753257,338779799.61251366,5660199.8010477675,8588660.11936508,421530.8565279183,391890314.4326585,594645566.0646758,29185164.077991463,20430687.425887533,298144209.5471273,20204902.639498804,353450190.3894544,1015721044.5753257,111422184.43027535,242028005.95917907,1800296392.0617852,1681101302.1037836,5161578.554496259,1675939723.5492873,119195089.95800154,1991464.7367930922,3021803.887709151,148309.92999401598,646619018.8138865,981165184.006715,48155520.728685915,7188261.0132535305,104898007.25448698,7108821.690261031,10765283.924589299,172617.1808897131,10592666.74369958,1355847.7506702286,30625,1325222.7506702286,171000,29849.918877411306,907863.774492763,0.022587125655834202,0.3152415459375001,15918056.045773514,1
2043,1322655552.9788828,980861427.7545257,14951659.119924694,965909768.634601,341794125.22435707,6551974.2842292655,7911741.047656569,487943.7880388612,423271819.81738615,511115716.5598438,31522232.257371113,21562333.523568705,298907749.07596314,21324042.624825243,356745784.3442818,965909768.634601,112461092.56337741,244284691.78090438,1719267296.914445,1599011657.263465,5260539.016373423,1593751118.2470915,120255639.65098009,2305223.5260321386,2783639.0687356805,171676.42160560447,698398502.6986871,843340932.3237422,52011683.224662334,7586415.385409155,105166648.30962123,7502575.955949705,10786814.492438477,185048.63553648093,10601765.85690199,1508085.6525849411,36448,1471637.6525849411,171000,31503.291742923422,907954.8421854377,0.024168224451742597,0.3152415459375001,16771231.697105775,1
2044,1284115300.1786308,939475189.6385674,15333119.992678877,924142069.6458886,344640110.54006314,7542012.243169445,7229433.0750184795,561674.674490953,454564420.4848826,435724969.706362,33852679.45464392,22693620.64108575,299503662.30180764,22442827.59716976,359973230.532742,924142069.6458886,113478517.68925771,246494712.8434843,1651486126.868136,1530229165.780303,5394750.864586918,1524834414.9157162,121256961.08783297,2653554.9900470665,2543578.237863595,197617.63667625553,750031293.8000562,718946200.0154973,55856921.10016246,7984443.45524981,105376312.31746036,7896205.315122805,10808388.121423354,198352.13604910392,10610035.985374246,1668350.8020011403,43144,1625206.8020011403,171000,33156.14012638781,908048.7092179358,0.02586000016336458,0.3152415459375001,17616676.906326592,1
2045,1254071409.7151854,906716882.6669344,15844951.480681654,890871931.1862527,347354527.04825103,8639562.869261928,6561976.282471085,643412.328948641,485753715.7705011,368942782.20357865,36175433.21217297,23824536.743025765,299968744.6510993,23561245.654125907,363199478.5289327,890871931.1862527,120220343.34991235,242979135.17902032,1595034864.3473244,1475396136.1131208,5457449.65580393,1469938686.4573169,119638728.2342036,2975709.926574134,2260130.316449839,221609.41277995662,801493631.0213268,608755590.6359048,59689464.800085396,8205844.61911653,103317723.89735661,8115159.717730453,10830004.897666203,212588.9161870784,10617415.98147912,1836645.58291848,50820,1785825.58291848,171000,34808.44644366294,908146.5028479826,0.0276702001748001,0.3310036232343751,18454394.39843487,0
2046,1232428551.3828123,882462482.1894958,16512727.608175667,865949754.5813202,349966069.19331646,9855259.867619546,5923519.067483858,733948.6730722609,516823147.9501246,310637346.2011056,38489260.43008997,24955069.264748055,300331715.5586604,24679284.369908065,366478796.8014922,865949754.5813202,127371100.05886164,239107696.74263057,1552192076.432259,1434376100.0517123,5559004.992534238,1428817095.059178,117815976.38054687,3317770.3954672143,1994150.987703025,247083.60936399776,852758194.1177056,512551621.2318242,63507279.70964845,8401116.879266355,101106585.52741776,8308273.973862769,10851664.907461535,227824.5402225843,10623840.367238946,2012972.795875081,59598,1953374.795875081,171000,36460.192337387794,908249.833298834,0.02960711418703611,0.34755380439609385,19284388.264888644,0
2047,1218720807.1528265,866223680.4587811,17357283.826674834,848866396.6321063,352497126.6940453,11200284.739384105,5322882.662871367,834116.4244193629,547755365.5810635,260318162.1529506,40792868.89809211,26085205.083801847,300614990.8431584,25796930.767085034,369854410.5207201,848866396.6321063,134971522.8216085,234882887.6991116,1522120143.9771793,1406331113.1775224,5701558.734547236,1400629554.4429753,115789030.79965682,3679094.144160524,1748472.1942971335,273992.39608957863,903796353.2087548,429524967.55236846,67308233.68185198,8568525.488961723,98746672.80278012,8473832.507914973,10873368.237276457,244129.22533164706,10629239.011944806,2197335.854808029,69611,2127724.854808029,171000,38111.35863522208,908361.000744231,0.03167961218012864,0.3649314946158986,20106664.52974852,0
2048,1212278244.6358566,857313076.7145127,18396562.24708946,838916514.4674232,354965167.92134416,12686599.52875486,4765156.288569915,944806.4297646848,578531886.2381977,217299746.0507631,43084882.17846244,27214930.489527024,300836066.1453004,26914171.286516745,373361730.1684336,838916514.4674232,143064026.93388152,230297703.2345521,1503653021.2965407,1390097425.1686985,5885176.2974504065,1384212248.8712482,113555596.12784208,4058523.208796039,1524403.552493904,302249.5361604625,954577612.2930261,358544580.9837591,71090055.59446302,8706227.919244241,96239355.05540732,8610013.153190533,10895114.97375101,261578.1964360718,10633536.777314935,2389739.0769735756,81005,2308734.0769735756,171000,39761.92530543202,908483.2910011467,0.03389718503273764,0.3831780693466935,20921231.949760124,0
2049,1212258639.6332142,854874819.9545088,19646168.31297323,835228651.6415355,357383819.6787056,14344576.708361713,4233310.99280576,1068280.611805758,609839092.8770546,179973141.6413455,45416417.12313541,28344231.150706105,301008596.77263576,28030991.75536368,377029987.9916788,835228651.6415355,151693104.02868143,225336883.96299732,1495346510.3108926,1384235300.818395,6108025.609861445,1378127275.2085335,111111209.49249767,4459752.176684648,1316143.2573847456,332130.1757920511,1006234503.2471399,296955683.70822006,74937088.25317343,8812267.46113245,93584061.20656253,8714880.824802678,10916905.203698512,280667.4651613295,10636237.73853718,2594732.316534619,94111,2500621.316534619,171000,41411.871409628664,929219.9693766143,0.03626998798502928,0.4023369728140282,21746338.347867332,0
2050,1218091734.6011913,858328024.5979002,21126775.174198672,837201249.4237015,359763710.0032912,16174192.713870477,3748045.244687264,1204537.2156409323,640942795.898603,148525656.93892086,47732796.58617776,29473092.081124846,301143240.5691382,29147377.353028107,380890485.1774899,837201249.4237015,160908641.01897663,219981844.15851325,1496200242.8589334,1387750658.2897499,6368596.740642421,1381382061.5491076,108449584.5691835,4875657.08210292,1129835.885140052,363103.77339944895,1057555613.2326949,245067333.9492194,78759114.3671933,8884566.462076012,90778637.27623321,8786380.830874264,10938739.014105909,301096.51064672275,10637642.503459182,2807953.3816864104,108974,2698979.3816864104,171000,43061.175052450875,929348.6690203156,0.03880888714398133,0.4224538214547296,22563556.880846627,0
2051,1229000718.6110113,866887592.6227562,22854690.23449009,844032902.3882662,362113125.9882551,18191452.958363995,3308469.0671298285,1354768.2089962666,671817674.2529866,122183093.29685342,50032134.838426255,30601497.60288747,301248315.81049293,30263312.574874725,384967816.2227452,844032902.3882662,170762681.3553998,214205134.8673454,1504879736.814974,1399316866.2770023,6662577.336363039,1392654288.9406393,105562870.53797165,5303154.886475076,964481.7233817634,394940.72650620004,1108499162.5174277,201602103.93980813,82553022.48340331,8920919.17658471,87819619.55921061,8822331.802176338,10960616.49213412,322959.3819273911,10637657.110206725,3029404.7095323736,125798,2903606.7095323736,171000,44709.81332796765,929478.0659368522,0.041525509244060024,0.4435765125274661,23372886.663229473,0
2052,1244260524.592698,879821997.3759122,24846855.29228217,854975142.08363,364438527.2167859,20413841.293238662,2912738.336023453,1520275.6630200553,702436048.9426072,100226722.59324582,52312370.54777691,31729431.30731982,301330314.71590024,31378781.193565845,389285382.5090681,854975142.08363,181311744.9688577,207973637.54021037,1520135155.5571604,1417693311.0044339,6984326.566444379,1410708984.4379895,102441844.55272654,5738228.535980275,818756.1565470467,427341.87391705724,1159019480.7553017,165374092.2788556,86315411.4038319,8918984.209914122,84702442.12349184,8820418.219320562,10982537.72511839,346356.73593163886,10636180.989186745,3259088.802554257,144809,3114279.802554257,171000,46357.76226255623,929608.3500380199,0.04443229489114423,0.4657553381538394,24174326.956519015,0
2053,1263211598.9661455,896466652.474479,27121275.215834826,869345377.2586441,366744946.49166656,22860414.209792603,2558382.23830454,1702478.767737681,732767735.1947585,82006386.29381691,54571255.77006863,32856876.01327983,301394304.2605541,32493766.21783263,393866221.70750135,869345377.2586441,192617560.04268998,201248661.66481137,1540822730.110449,1441746677.9416335,7326805.464870711,1434419872.4767628,99076052.16881569,6175734.969265929,691146.2980875502,459924.1975172309,1209066763.0713515,135310537.3847979,90042572.02061324,8876276.53260654,81421593.12065963,8778182.515549505,11004502.800568625,371396.3046354186,10633106.495933201,3497008.256086388,166257,3330751.256086388,171000,48004.99675399239,929739.7924084943,0.04754255553352433,0.48904310506153137,24967877.231488936,0
2054,1285265167.8452358,916228865.2535248,29697198.895059653,886531666.3584651,369036302.5917112,25551747.50199113,2242541.533189441,1902909.859879082,762780131.9362595,66945171.80969668,56806362.61250886,33983813.72268002,301444239.0205421,33608249.8484891,398733501.48677087,886531666.3584651,204747763.1421045,193985738.34466636,1565912551.5580635,1470458644.6266973,7681395.135230155,1462777249.4914672,95453906.93136616,6609144.170532373,580049.5758695476,492201.3888282347,1258587217.694828,110459533.48599952,93730498.31063962,8790159.04255497,77970731.15676074,8693016.732050452,11026511.806169763,398193.39674936846,10628318.40942039,3743165.798579931,190417,3552748.798579931,171000,49651.4905064673,929872.7800939009,0.050870534420871034,0.5134952603146079,25753537.256163552,0
2055,1309902723.9943037,938587079.6348556,32595713.219226096,905991366.4156295,371315644.3594481,28510283.917131335,1962188.988701967,2123240.313392796,792437671.4587083,54538652.70821046,59015042.24871079,35110225.57301019,301483205.35495836,34722213.4314795,403911357.57867414,905991366.4156295,217776896.0890824,186134461.48959175,1594486292.2132568,1502923534.4106684,8037779.824879847,1494885754.5857885,91562757.80258852,7030353.449531159,483856.3574270064,523570.01792168093,1307522157.9068687,89988776.96854725,97374819.71037279,8657833.650078423,74342770.45095828,8562153.701551808,11048564.829782102,426871.43728054315,10621693.392501554,3997564.3505769656,217593,3779971.3505769656,171000,51297.21596122152,930007.8657977767,0.05443147183033201,0.5391700233303384,26531307.220046617,0
2056,1336672232.3586564,963086891.1704516,35840201.65459174,927246689.5158598,373585341.1882046,31760633.21301991,1714265.5560314492,2365302.8855403736,821701347.7636821,44350951.958931796,61194389.79324588,36236091.78663058,301513611.9938421,35835637.40773189,409425542.8427963,927246689.5158598,231787478.4609163,177638064.38188002,1625729694.2459362,1538340763.1026843,8383725.401515495,1529957037.7011688,87388931.143252,7429434.410062749,401000.3019947477,553290.6894579976,1355807223.8100755,73179070.73223746,100970743.1588557,8476331.860267328,70529941.5482392,8382657.734745467,11070661.959441666,457562.54903067276,10613099.410410985,4260207.111039307,248122,4012085.111039307,171000,52942.14422246074,930145.8388774991,0.05824167485845525,0.5661285244968554,27301187.909507915,0
2057,1365183015.2864528,989335783.6164026,39455873.07670045,949879910.5397022,375847231.6700502,35329081.267586365,1495736.6501931273,2631055.1589209577,850529514.0388557,36009092.80893337,63341303.691913135,37361391.61658686,301537338.7938915,36948501.259571835,415303104.74675065,949879910.5397022,246870680.60470298,168432424.14204767,1658924184.8796735,1576006432.4438846,8704580.05337612,1567301852.3905084,82917752.43578881,7794145.513093114,329982.79837997456,580451.7419030317,1403373698.1641119,59415003.134740055,104513151.09165667,8242504.825578487,66523832.827397265,8151414.78281305,11092803.28336055,490408.1811193527,10602395.10224119,4531097.683650285,282372,4248725.683650285,171000,54586.24497818949,930287.8267668672,0.06231859209854712,0.5944349507216982,28063180.955357444,0
2058,1395098810.3187575,1016996070.7338545,43470866.69183493,973525204.0420196,378102739.58490276,39244510.41693195,1303708.1932918143,2922648.081611161,878876427.3326285,29196399.369788893,65452377.33960218,38486103.28867622,301555852.8427977,38060783.45342887,421573606.2767377,973525204.0420196,263127990.16631523,158445616.11042246,1693433234.429533,1615299682.6816032,8983096.012270898,1606316586.6693323,78133551.7479298,8109734.906575527,269406.54198008706,603954.5637152835,1450146105.098837,48174058.96015167,107996422.61034359,7953012.840328076,62315416.8595837,7865122.048018021,11114988.88992727,525559.7911111023,10589429.09881616,4810240.2614990845,320751,4489489.2614990845,171000,56229.48641556793,930435.4398655538,0.06668089354544543,0.6241566982577831,28817289.1822664,0
2059,1426131271.9934504,1045778307.5971172,47916232.98784976,997862074.6092675,380352964.3963333,43538362.79060293,1135446.9606061743,3242423.2366406564,906692331.8103596,23645837.518290862,67523905.28061694,39610203.939471774,301570299.0783158,39172461.37854572,428269197.384183,997862074.6092675,280672442.61506355,147596754.7691194,1728690973.7683027,1655671317.7574277,9198894.652136598,1646472423.1052911,73019656.01087503,8358436.956820403,217981.59668255685,622476.0986336386,1496042347.4870932,39015631.90517992,111414443.71301794,7604314.2473499775,57895064.75056569,7520277.012959362,11137218.867707126,563179.5895194203,10574039.278187698,5097639.89699491,363709,4733930.89699491,171000,57871.83513036331,930590.978524087,0.07134855609362661,0.6553645331706722,29563517.101857536,0
